text,Title,Chapters
"Knowledge of the context the agent is in can help it disambiguate language it hears, e.g. knowing the context is blocks-building helps it understand which sense of the word blocks is meant. On the other hand, if the context is that the teacher is in a bad mood, then the agent might know via experience that in this context, the strength of (Implication ask the teacher for their opinion of my current construct nd out teachers opinion of my current construct) is lower than in other contexts.  Context Formation. A context like blocks-building or teacher in a bad mood may be formed by clustering over multiple experience-sets, i.e. forming Atoms that refer to spatiotemporally grouped sets of percepts/concepts/actions, and grouping together similar Atoms of this nature into clusters. The Atom referring to the cluster of experience-sets involving blocks-building will then survive as an Atom if it gets involved in relationships that are important or have surprising truth values.",Engineering General  Intelligence Part 1,chapter 3
"If many relationships have signicantly      3.2 Roles of Selected Cognitive Processes 45 different truth-value inside the blocks-building context than outside it, this means its likely that the blocks-building ConceptNode will remain as an Atom with reasonably high LTI, so it can be used as a context in future.  Time-Dependence of Goals. Many of the agents goals in this scenario have different importances over different time scales. For instance please the teacher is important on multiple time-scales: the agent wants to please the teacher in the near term but also in the longer term. But a goal like answer the question the teacher just asked has an intrinsic time-scale to it; if its not fullled fairly rapidly then its importance goes away.  Chapter5 of Part 2 (Attention allocation)  ShortTermImportance versus LongTermImportance.",Engineering General  Intelligence Part 1,chapter 3
"While conversing, the concepts and immediately involved in the conversation (including the Atoms describing the agents in the conversation) have very high STI. While building, Atoms representing to the blocks and related ideas about the structures being built (e.g. images of cars and people perceived or imagined in the past) have very high STI. But the reason these Atoms are in RAM prior to having their STI boosted due to their involvement in the agents activities, is because they had their LTI boosted at some point in the past. And after these Atoms leave the AttentionalFocus and their STI reduces, they will have boosted LTI and hence likely remain in RAM for a long while, to be involved in background thought, and in case theyre useful in the AttentionalFocus again.  HebbianLink Formation.",Engineering General  Intelligence Part 1,chapter 3
"As a single example, the car-man has both wheels and arms, so now a Hebbian association between wheels and arms will exist in the agents memory, to potentially pop up again and guide future thinking. The very idea of a car-man likely emerged partly due to previously formed HebbianLinksbecause people were often seen sitting in cars, the association between person and car existed, which made the car concept and the human concept natural candidates for blending.  Data Mining the System Activity Table. The HebbianLinks mentioned above may have been formed via mining the SystemActivityTable  ECAN Based Associative Memory. When the agent thinks about making a car, thisspreadsimportancetovariousAtomsrelatedtothecarconcept,andonething this does is lead to the emergence of the car attractor into the AttentionalFocus.",Engineering General  Intelligence Part 1,chapter 3
"The different aspects of a car are represented by heavily interlinked Atoms, so that when some of them become important, theres a strong tendency for the others to also become importantand for car to then emerge as an attractor of importance dynamics.  Schema Credit Assignment. Suppose the agent has a subgoal of placing a certain blue block on top of a certain red block. It may use a particular motor schema for carrying out this actioninvolving, for instance, holding the blue block above the red block and then gradually lowering it. If this schema results in success (rather than in, say, knocking down the red block), then it should get rewarded via having      46 3 Build Me Something I Havent Seen: A CogPrime Thought Experiment its STI and LTI boosted and also having the strength of the link between it and the subgoal increased.",Engineering General  Intelligence Part 1,chapter 3
"Next, suppose that a certain cognitive schema (say, the schema of running multiple related simulations and averaging the results, to estimate the success probability of a motor procedure) was used to arrive at the motor schema in question. Then this cognitive schema may get passed some importance from the motor schema, and it will get the strength of its link to the goal increased. In this way credit passes backwards from the goal to the various schema directly or indirectly involved in fullling it.  Forgetting. If the agent builds many structures from blocks during its lifespan, it will accumulate a large amount of perceptual memory.  Chapter6 of Part 2 (Goal and Action Selection). Much of the use of the material in this chapter was covered above in the bullet point for Chap.6 of Part 2, but a few more notes are:  Transfer of RFS Between Goals.",Engineering General  Intelligence Part 1,chapter 3
"Above it was noted that the link (Implication ask the teacher for their opinion of my current construct nd out teachers opinion of my current construct) might be formed and used as a channel for GoalImportance spreading.  Schema Activation. Supposing the agent is building a man-car, it may have car-building schema and man-building schema in its ActiveSchemaPool at the same time, and it may enact both of them in an interleaved manner. But if each tend to require two hands for their real-time enaction, then schema activation will have to pass back and forth between the two of them, so that at any one time, one is active whereas the other one is sitting in the ActiveSchemaPool waiting to get activated.  Goal Based Schema Learning. To take a fairly low-level example, suppose the agent has the (sub)goal of making an arm for a blocks-based person (or man-car), given the presence of a blocks-based torso.",Engineering General  Intelligence Part 1,chapter 3
"Suppose it nds a long block that seems suitable to be an arm. It then has the problem of guring out how to attach the arm to the body. It may try out several procedures in its internal simulation world, until it nds one that works: hold the arm in the right position while one end of it rests on top of some block that is part of the torso, then place some other block on top of that end, then slightly release the arm and see if it falls. If it doesnt fall, leave it. If it seems about to fall, then place something heavier atop it, or shove it further in toward the center of the torso. The procedure learning process could be MOSES here, or it could be PLN.  Chapter7 of Part 2 (Procedure Evaluation)  Inference Based Procedure Evaluation.",Engineering General  Intelligence Part 1,chapter 3
"A procedure for man-building such as rst put up feet, then put up legs, then put up torso, then put up arms and head may be synthesized from logical knowledge (via predicate schematization) but without lling in the details of how to carry out the individual steps, such as put up legs. If a procedure with abstract (ungrounded) schema like PutUpTorso      3.2 Roles of Selected Cognitive Processes 47 is chosen for execution and placed into the ActiveSchemaPool, then in the course of execution, inferential procedure evaluation must be used to gure out how to make the abstract schema actionable. The GoalDrivenActionSelection MindAgent must make the choice whether to put a not-fully-grounded schema into the ActiveSchemaPool, rather than grounding it rst and then making it active; this is thesort of choicethat maybemadeeffectivelyvialearnedcognitive schema.",Engineering General  Intelligence Part 1,chapter 3
"Chapter8 of Part 2 (Perception and Action)  ExperienceDB. No person remembers every blocks structure they ever saw or built, except maybe some autists. But a CogPrime can store all this information fairly easily, in its ExperienceDB, even if it doesnt keep it all in RAM in its AtomSpace. It can also store everything anyone ever said about blocks structures in its vicinity.  Perceptual Pattern Mining.  Object Recognition. Recognizing structures made of blocks as cars, people, houses, etc. requires fairly abstract object recognition, involving identifying the key shapes and features involved in an object-type, rather than just going by simple visual similarity.  Hierarchical Perception Networks. If the room is well-lit, its easy to visually identify individual blocks within a blocks structure. If the room is darker, then more top-down processing may be neededidentifying the overall shape of the blocks structure may guide one in making out the individual blocks.",Engineering General  Intelligence Part 1,chapter 3
"Hierarchical Action Networks. Top-down action processing tells the agent that, if it wants to pick up a block, it should move its arm in such a way as to get its hand near the block, and then move its hand.But if its still learning how to do that sort of motion, more likely it will do this, but then start moving its hand and nd that its hard to get a grip on the blockand then have to go back and move its arm a little differently. Iterating between broader arm/hand movements and more ne-grained hand/nger movements is an instance of information iteratively passing up and down a hierarchical action network.  Coupling of Perception and Action Networks. Picking up a block in the dark is a perfect example of rich coupling of perception and action networks. Feeling the block with the ngers helps with identifying blocks that cant be clearly seen.  Chapter12 of Part 2 (Procedure Learning)  Specication Based Procedure Learning.",Engineering General  Intelligence Part 1,chapter 3
"Suppose the agent has never seen a horse, but the teacher builds a number of blocks structures and calls them horses, and draws a number of pictures and calls them horses. This may cause a procedure learning problem to be spawned, where the tness function is accuracy at distinguishing horses from non-horses.      48 3 Build Me Something I Havent Seen: A CogPrime Thought Experiment Learning to pick up a block is specication-based procedure learning, where the specication is to pick up the block and grip it and move it without knocking down the other stuff near the block.  Representation Building.",Engineering General  Intelligence Part 1,chapter 3
"In the midst of building a procedure to recognize horses, MOSES would experimentally vary program nodes recognizing visual features into other program nodes recognizing other visual features In the midst of building a procedure to pick up blocks, MOSES would experimentally vary program nodes representing physical movements into other nodes representing physical movements In both of these cases, MOSES would also carry out the standard experimental variations of mathematical and control operators according to its standard representation-building framework  Chapter13 Part 2 (Imitative, Reinforcement and Corrective Learning)  Reinforcement Learning. Motor procedures for placing blocks (in simulations or reality) will get rewarded if they dont result in the blocks structure falling down, punished otherwise. Procedures leading to the teacher being pleased, in internal simulations (or in repeated trials of scenarios like the one under consideration), will get rewarded; procedures leading to the teacher being displeased will get punished.  Imitation Learning.",Engineering General  Intelligence Part 1,chapter 3
"If the agent has seen others build with blocks before, it may summon these memories and then imitate the actions it has seen others take.  Corrective Learning. This would occur if the teacher intervened in the agents block-building and guided him physicallye.g. steadying his shaky arm to prevent him from knocking the blocks structure over.  Chapter14 of Part 2 (Hillclimbing)  Complexity Penalty. In learning procedures for manipulating blocks, the complexity penalty will militate against procedures that contain extraneous steps.  Chapter15 of Part 2 (Probabilistic Evolutionary Procedure Learning)  Supplying Evolutionary Learning with Long-Term Memory. Suppose the agent has previously built people from clay, but never from blocks. It may then have learned a classication model predicting which clay people will look appealing to humans, and which wont.",Engineering General  Intelligence Part 1,chapter 3
"It may then transfer this knowledge, using PLN, to form a classication model predicting which blocks-people will look appealing to humans, and which wont.  Fitness Function Estimation via Integrative Intelligence. To estimate the tness of a procedure for, say, putting an arm on a blocks-built human, the agent may try out the procedure in the internal simulation world; or it may use PLN inference to reason by analogy to prior physical situations its observed. These      3.2 Roles of Selected Cognitive Processes 49 allow tness to be estimated without actually trying out the procedure in the environment.  Chapter16 of Part 2 (Probabilistic Logic Networks)  Deduction. This is a tall skinny structure; tall skinny structures fall down easily; thus this structure may fall down easily.  Induction. This teacher is talkative; this teacher is friendly; therefore the talkative are generally friendly.  Abduction.",Engineering General  Intelligence Part 1,chapter 3
"This structure has a head and arms and torso; a person has a head and arms and torso; therefore this structure is a person.  PLN Forward Chaining. What properties might a car-man have, based on inference from the properties of cars and the properties of men?  PLN Backward Chaining. An inference target might be: Find X so that X looks something like a wheel and can be attached to this blocks-chassis, and I can nd four fairly similar copies. Or: Find the truth value of the proposition that this structure looks like a car.  Indenite Truth Values. Consider the deductive inference This is a tall skinny structure; tall skinny structures fall down easily; thus this structure may fall down easily.",Engineering General  Intelligence Part 1,chapter 3
"In this case, the condence of the second premise may be greater than the condence of the rst premise, which may result in an intermediate condence for the conclusion, according to the propagation of indenite probabilities through the PLN deduction rule.  Intensional Inference. Is the blocks-structure a person? According to the denition of intensional inheritance, it shares many informative properties with people (e.g. having arms, torso and head), so to a signicant extent, it is a person.  Condence Decay. The agents condence in propositions regarding building things with blocks should remain nearly constant. The agents condence in propositions regarding the teachers taste should decay more rapidly. This should occur because the agent should observe that, in general, propositions regarding physical object manipulation tend to retain fairly constant truth value, whereas propositions regarding human tastes tend to have more rapidly decaying truth value.",Engineering General  Intelligence Part 1,chapter 3
"Chapter17 Part 2 (Spatiotemporal Inference)  Temporal Reasoning. Suppose, after the teacher asks What is it?, the agent needs to think a while to gure out a good answer. But maybe the agent knows that its rude to pause too long before answering something to a direct question. Temporal reasoning helps gure out how long is too long to wait before answering.  Spatial Reasoning. Suppose the agent puts shoes on the wheels of the car. This is a joke relying on the understanding that wheels hold a car up, whereas feet hold a person up, and the structure is a car-man. But it also relies on the spatial inferences that: the cars wheels are in the right position for the mans feet (below      50 3 Build Me Something I Havent Seen: A CogPrime Thought Experiment the torso); and, the wheels are below the cars chassis just like a persons feet are below its torso.",Engineering General  Intelligence Part 1,chapter 3
"Chapter18 of Part 2 (Inference Control)  Evaluator Choice as a Bandit Problem. In doing inference regarding how to make a suitably humanlike arm for the blocks-man, there may be a choice between multiple inference pathways, perhaps one that relies on analogy to other situations building arms, versus one that relies on more general reasoning about lengths and weights of blocks. The choice between these two pathways will be made randomly with a certain probabilistic bias assigned to each one, via prior experience.  Inference Pattern Mining. The probabilities used in choosing which inference path to take, are determined in part by prior experiencee.g. maybe its the case that in prior situations of building complex blocks structures, analogy has proved a better guide than naive physics, thus the prior probability of the analogy inference pathway will be nudged up.  PLN and Bayes Nets.",Engineering General  Intelligence Part 1,chapter 3
"Whats the probability that the blocks-mans hat will fall off if the man-car is pushed a little bit to simulate driving? This question could be resolved in many ways (e.g. by internal simulation), but one possibility is inference. If this is resolved by inference, its the sort of conditional probability calculation that could potentially be done faster if a lot of the probabilistic knowledge from the AtomSpace were summarized in a Bayes Net. Updating the Bayesnetstructurecanbeslow,sothisisprobablynotappropriateforknowledge that is rapidly shifting; but knowledge about properties of blocks structures may be fairly persistent after the agent has gained a fair bit of knowledge by playing with blocks a lot.  Chapter19 of Part 2 (Pattern Mining)  Greedy Pattern Mining. Push a tall structure of blocks and it tends to fall down is the sort of repetitive pattern that could easily be extracted from a historical record of perceptions and (the agents and others) actions via simple greedy pattern mining algorithm.",Engineering General  Intelligence Part 1,chapter 3
"If there is a block that is shaped like a babys rattle, with a long slender handle and then a circular shape at the end, then greedy pattern mining may be helpful due to having recognized the pattern that structures like this are sometimes rattlesand also that structures like this are often stuck together, with the handle part connected sturdily to the circular part.  Evolutionary Pattern Mining. Push a tall structure of blocks with a wide base and a gradual narrowing toward the top and it may not fall too badly is a more complex pattern that may not be found via greedy mining, unless the agent has dealt with a lot of pyramids.      3.2 Roles of Selected Cognitive Processes 51  Chapter20 of Part 2 (Concept Formation)  Formal Concept Analysis. Suppose there are many long, slender blocks of different colors and different shapes (some cylindrical, some purely rectangular for example).",Engineering General  Intelligence Part 1,chapter 3
"Learning this sort of concept based on common features is exactly what FCA is good at (and when the features are dened fuzzily or probabilistically, its exactly what uncertain FCA is good at). Learning the property of slender itself is another example of something uncertain FCA is good atit would learn this if there were many concepts that preferentially involved slender things (even though formed on the basis of concepts other than slenderness)  Conceptual Blending. The concept of a car-man or man-car is an obvious instance of conceptual blending. The agents know that building a man wont surprise the teacher, and nor will building a car ... but both man and car may pop to the forefront of its mind (i.e. get a briey high STI) when it thinks about what to build.",Engineering General  Intelligence Part 1,chapter 3
"But since it knows it has to do something new or surprising, there may be a cognitive schema that boosts the amount of funds to the ConceptBlending MindAgent, causing it to be extra-active. In any event, the ConceptBlending agent seeks to nd ways to combine important concepts; and then PLN explores these to see which ones may be able to achieve the given goal of surprising the teacher (which includes subgoals such as actually being buildable).  Chapter21 of Part 2 (Dimensional Embedding)  Dimensional Embedding. When the agent needs to search its memory for a previously seen blocks structure similar to the currently observed oneor for a previously articulated thought similar to the one its currently trying to articulatethen it needs to a search through its large memory for an entity similar to X (where X is a structure or a thought).",Engineering General  Intelligence Part 1,chapter 3
"This kind of search can be quite computationally difcultbut if the entities in question have been projected into an embedding space, then its quite rapid. (The cost is shifted to the continual maintenance of the embedding space, and its periodic updating; and there is some error incurred in the projection, but in many cases this error is not a show-stopper).  Embedding Based Inference Control. Rapid search for answers to similarity or inheritance queries can be key for guiding inference in appropriate directions; for instance reasoning about how to build a structure with certain properties, can benet greatly from rapid search for previously-encountered substructures currently structurally or functionally similar to the substructures one desires to build.  Chapter22 of Part 2 (Simulation and Episodic Memory)  Fitness Estimation via Simulation.",Engineering General  Intelligence Part 1,chapter 3
"One way to estimate whether a certain blocks structure is likely to fall down or not, is to build it in ones minds eye and see if the physics engine in ones minds-eye causes it to fall down. This is something that in many cases will work better for CogPrime than for humans,      52 3 Build Me Something I Havent Seen: A CogPrime Thought Experiment because CogPrime has a more mathematically accurate physics engine than the human mind does; however, in cases that rely heavily on naive physics rather than, say, direct applications of Newtons Laws, then CogPrimes simulation engine may underperform the typical human mind.  Concept Formation via Simulation. Objects may be joined into categories using uncertain FCA, based on features that they are identied to have via simulation experiments rather than physical world observations.",Engineering General  Intelligence Part 1,chapter 3
"For instance, it may be observed that pyramid-shaped structures fall less easily than pencil-shaped tower structuresand the concepts corresponding to these two categories may be formedfrom experiments run in the internal simulation world, perhaps inspired by isolated observations in the physical world.  Episodic Memory. Previous situations in which the agent has seen similar structures built, or been given similar problems to solve, may be brought to mind as episodic movies playing in the agents memory. By watching what happens in these replayed episodic movies, the agent may learn new declarative or procedural knowledge about what to do. For example, maybe there was some situation in the agents past where it saw someone asked to do something surprising, and that someone created something funny. This might (via a simple PLN step) bias the agent to create something now, which it has reason to suspect will cause others to laugh.  Chapter23 of Part 2 (Integrative Procedure Learning)  Concept-Driven Procedure Learning.",Engineering General  Intelligence Part 1,chapter 3
"Learning the concept of horse, as discussed above in the context of Chap.12 of Part 2, is an example of this.  Predicate Schematization. The synthesis of a schema for man-building, as discussed above in the context of Chap.7 of Part 2, is an example of this.  Chapter24 of Part 2 (Map Formation)  Map Formation. The notion of a car involves many aspects: the physical appearance of cars, the way people get in and out of cars, the ways cars drive, the noises they make, etc. All these aspects are represented by Atoms that are part of the car map, and are richly interconnected via HebbianLinks as well as other links.  Map Encapsulation. The car map forms implicitly via the interaction of multiple cognitive dynamics, especially ECAN. But then the Anticoagulation MindAgent may do its pattern mining and recognize this map explicitly, and form a PredicateNode encapsulating it.",Engineering General  Intelligence Part 1,chapter 3
"This PredicateNode may then be used in PLN inference, conceptual blending, and so forth (e.g. helping with the formation of a concept like car-man via blending).  Chapter26 of Part 2 (Natural Language Comprehension)  Experience Based Disambiguation. The particular dialogue involved in the present example doesnt require any nontrivial word sense disambiguation. But it does require parse selection, and semantic interpretation selection:      3.2 Roles of Selected Cognitive Processes 53 In Build me something with blocks, the agent has no trouble understanding that blocks means toy building blocks rather than, say, city blocks, based on many possible mechanisms, but most simply importance spreading. Build me something with blocks has at least three interpretations: the building could be carried out using blocks with a tool; or the thing built could be presented alongside blocks; or the thing built could be composed of blocks.",Engineering General  Intelligence Part 1,chapter 3
"The latter is the most commonsensical interpretation for most humans, but that is because we have heard the phrase building with blocks used in a similarly grounded way before (as well as other similar phrases such as playing with Legos, etc., whose meaning helps militate toward the right interpretation via PLN inference and importance spreading). So here we have a simple example of experience-based disambiguation, where experiences at various distances of association from the current one are used to help select the correct parse. A subtler form of semantic disambiguation is involved in interpreting the clause that I havent seen before. A literal-minded interpretation would say that this requirement is fullled by any blocks construction thats not precisely identical to one the teacher has seen before. But of course, any sensible human knows this is an idiomatic clause that means signicantly different from anything Ive seen before.",Engineering General  Intelligence Part 1,chapter 3
"This could be determined by the CogPrime agent if it has heard the idiomatic clause before, or if its heard a similar idiomatic phrase such as something Ive never done before. Or, even if the agent has never heard such an idiom before, it could potentially gure out the intended meaning simply because the literal-minded interpretation would be a pointless thing for the teacher to say. So if it knows the teacher usually doesnt add useless modicatory clauses onto their statements, then potentially the agent could guess the correct meaning of the phrase.  Chapter28 of Part 2 (Language Generation)  Experience-Based Knowledge Selection for Language Generation. When the teacher asks What is it?, the agent must decide what sort of answer to give. Within the connes of the QuestionAnswering DialogueController, the agent could answer A structure of blocks, or A part of the physical world, or A thing, or Mine.",Engineering General  Intelligence Part 1,chapter 3
"(Or, if it were running another DC, it could answer more broadly, e.g. None of your business, etc.). However, the QA DC tells it that, in the present context, the most likely desired answer is one that the teacher doesnt already know; and the most important property of the structure that the teacher doesnt obviously already know is the fact that it depicts a car man. Also, memory of prior conversations may bring up statements like Its a horse in reference to a horse built of blocks, or a drawing of a horse, etc.  Experience-Based Guidance of Word and Syntax Choice. The choice of phrase car man requires some choices to be made. The agent could just as well say Its a man with a car for feet or Its a car with a human upper body and head or Its a car centaur, etc. A bias toward simple expressions would      54 3 Build Me Something I Havent Seen: A CogPrime Thought Experiment lead to car man.",Engineering General  Intelligence Part 1,chapter 3
"If the teacher were known to prefer complex expressions, then the agent might be biased toward expressing the idea in a different way.  Chapter30 of Part 2 (Natural Language Dialogue)  Adaptation of Dialogue Controllers. The QuestionAsking and QuestionAnswering DialogueControllers both get reinforcement from this interaction, for the specic internal rules that led to the given statements being made. 3.3 A Semi-Narrative Treatment Now we describe how a CogPrime system might carry out the specied task in a seminarrative form, weaving in the material from the previous section as we go along, and making some more basic points as well. The semi-narrative covers most but not all of the bullet points from the previous section, but with some of the technical details removed; and it introduces a handful of new examples not given in the bullet points.",Engineering General  Intelligence Part 1,chapter 3
"The reason this is called a semi-narrative rather than a narrative is that there is no particular linear order to the processes occurring in each phase of the situation described here. CogPrimes internal cognitive processes do not occur in a linear narrative; rather, what we have is a complex network of interlocking events. But still, describing some of these events concretely in a manner correlated with the different stages of a simple interaction, may have some expository value. The human teacher tells the CogPrime agent Build me something with blocks that I havent seen before. Uponhearingthis,theagentscognitivecyclesaredominatedbylanguageprocessing and retrieval from episodic and sensory memory. The agent may decide to revive from disk the mind-states it went through when building human-pleasing structures from blocks before, so as to provide it with guidance It will likely experience the emotion of happiness, because it anticipates the pleasure of getting rewarded for the task in future.",Engineering General  Intelligence Part 1,chapter 3
"The ubergoal of pleasing the teacher gets active (gets funded signicantly with STI currency), as it becomes apparent there are fairly clear ways of fullling that goal (via the subgoal S of building blocks structures that will get positive response from the teacher). Other ubergoals like gaining knowledge are not funded as much with STI currency just now, as they are not immediately relevant. Action selection, based on ImplicationLinks derived via PLN (between various possible activities and the subgoal S) causes it to start experimentally building some blocks structures. Past experience with building (turned into ImplicationLinks via mining the SystemActivityTable) tells it that it may want to build a little bit in its internal simulation world before building in the external world, causing STI currently to ow to the simulation MindAgent.",Engineering General  Intelligence Part 1,chapter 3
"The Atom corresponding to the context blocks-building gets high STI and is pushed into the AttentionalFocus, making it likely that many future inferences will      3.3 A Semi-Narrative Treatment 55 occur in this context. Other Atoms related to this one also get high STI (the ones in the blocks-building map, and others that are especially related to blocks-building in this particular context). After a few false starts, the agent builds something it thinks is appropriate and says Do you like it? Now that the agent has decided what to do to fulll its well-funded goal, its cognitive cycles are dominated by action, perception and related memory access and concept creation. An obvious subgoal is spawned: build a new structure now, and make this particular structure under construction appealing and novel to the teacher. This subgoal has a shorter time scale than the high level goal. The subgoal gets some currency from its supergoal using the mechanism of RFS spreading.",Engineering General  Intelligence Part 1,chapter 3
"Action selection must tell it when to continue building the same structure and when to try a new one, as well as more micro level choices. Atoms related to the currently pursued blocks structure get high STI. After a failed structure (a false start) is disassembled, the corresponding Atoms lose STI dramatically (leaving AF) but may still have signicant LTI, so they can be recalled later as appropriate. They may also have VLTI so they will be saved to disk later on if other things push them out of RAM due to getting higher LTI. Meanwhile everything thats experienced from the external world goes into the ExperienceDB. Atoms representing different parts of aspects of the same blocks structure will get Hebbian links between them, which will guide future reasoning and importance spreading.",Engineering General  Intelligence Part 1,chapter 3
"Importance spreading helps the system go from an idea for something to build (say, a rock or a car) to the specic plans and ideas about how to build it, via increasing the STI of the Atoms that will be involved in these plans and ideas. If something apparently good is done in building a blocks structure, then other processes and actions that helped lead to or support that good thing, get passed some STI from the Atoms representing the good thing, and also may get linked to the Goal Atom representing good in this context. This leads to reinforcement learning. The agent may play with building structures and then seeing what they most look like, thus exercising abstract object recognition (that uses procedures learned by MOSES or hillclimbing, or uncertain relations learned by inference, to guess what object category a given observed collection of percepts most likely falls into).",Engineering General  Intelligence Part 1,chapter 3
"Since the agent has been asked to come up with something surprising, it knows it should probably try to formulate some new conceptsbecause it has learned in the past, via SystemActivityTable mining, that often newly formed concepts are surprising to others. So, more STI currency is given to concept formation MindAgents, such as the ConceptualBlending Mind Agent (which, along with a lot of stuff that gets thrown out or stored for later use, comes up with car-man). When the notion of car is brought to mind, the distributed map of nodes corresponding to car get high STI. When car-man is formed, it is reasoned about (producing new Atoms), but it also serves as a nexus of importance-spreading, causing the creation of a distributed car-man map.",Engineering General  Intelligence Part 1,chapter 3
"     56 3 Build Me Something I Havent Seen: A CogPrime Thought Experiment If the goal of making an arm for a man-car occurs, then goal-driven schema learning may be done to learn a procedure for arm-making (where the actual learning is done by MOSES or hill-climbing). If the agent is building a man-car, it may have man-building and car-building schema in its ActiveSchemaPool at the same time, and SchemaActivation may spread back and forth between the different modules of these two schema. If the agent wants to build a horse, but has never seen a horse made of blocks (only various pictures and movies of horses), it may uses MOSES or hillclimbing internally to solve the problem of creating a horse-recognizer or a horse-generator which embodies appropriate abstract properties of horses. Here as in all cases of procedure learning, a complexity penalty rewards simpler programs, from among all programs that approximately fulll the goals of the learning process.",Engineering General  Intelligence Part 1,chapter 3
"If a procedure being executed has some abstract parts, then these may be executed by inferential procedure evaluation (which makes the abstract parts concrete on the y in the course of execution). To guess the tness of a procedure for doing something (say, building an arm or recognizing a horse), inference or simulation may be used, as well as direct evaluation in the world. Deductive, inductive and abductive PLN inference may be used in guring out what a blocks structure will look or act like before building it (its tall and thin so it may fall down; it wont be bilaterally symmetric so it wont look much like a person; etc.) Backward-chaining inference control will help gure out how to assemble something matching a certain specication e.g. how to build a chassis based on knowledge of what a chassis looks like.",Engineering General  Intelligence Part 1,chapter 3
"Forward chaining inference (critically including intensional relationships) will be used to estimate the properties that the teacher will perceive a given specic structure to have. Spatial and temporal algebra will be used extensively in this reasoning, within the PLN framework. Coordinating different parts of the bodysay an arm and a handwill involve importance spreading (both up and down) within the hierarchical action network, and from this network to the hierarchical perception network and the heterarchical cognitive network. In looking up Atoms in the AtomSpace, some have truth values whose condences have decayed signicantly (e.g. those regarding the teachers tastes), whereas others have condences that have hardly decayed at all (e.g. those regarding general physical properties of blocks). Finding previous blocks structures similar to the current one (useful for guiding buildingbyanalogytopastexperience)maybedonerapidlybysearchingthesystems internal dimensional-embedding space.",Engineering General  Intelligence Part 1,chapter 3
"As the building process occurs, patterns mined via past experience (tall things often fall down) are used within various cognitive processes (reasoning, procedure learning, concept creation, etc.); and new pattern mining also occurs based on the new observations made as different structures are build and experimented with and destroyed.      3.3 A Semi-Narrative Treatment 57 Simulation of teacher reactions, based on inference from prior examples, helps with the evaluation of possible structures, and also of procedures for creating structures. As the agent does all this, it experiences the emotion of curiosity (likely among other emotions), because as it builds each new structure it has questions about what it will look like and how the teacher would react to it. The human teacher says Its beautiful. What is it? The agent says Its a car man Now that the building is done and the teacher says something, the agents cognitive cycles are dominated by language understanding and generation.",Engineering General  Intelligence Part 1,chapter 3
"The Atom representing the context of talking to the teacher gets high STI, and is used as the context for many ensuing inferences. Comprehension of it uses anaphor resolution based on a combination of ECAN and PLN inference based on a combination of previously interpreted language and observation of the external world situation. The agent experiences the emotion of happiness because the teacher has called its creation beautiful, which is recognizes as a positive evaluationso the agent knows one of its ubergoals (please the teacher) has been signicantly fullled. The goal of pleasing the teacher causes the system to want to answer the question. So the QuestionAnswering DialogueController schema gets paid a lot and gets put into the ActiveSchemaPool. In reaction to the question asked, this DC chooses a semantic graph to speak, then invokes NL generation to say it.",Engineering General  Intelligence Part 1,chapter 3
"NL generation chooses the most compact expression that seems to adequately convey the intended meaning, so it decides on car man as the best simple verbalization to match the newly created conceptual blend that it thinks effectively describes the newly created blocks structure. The positive feedback from the user leads to reinforcement of the Atoms and processes that led to the construction of the blocks structure that has been judged beautiful (via importance spreading and SystemActivityTable mining). 3.4 Conclusion The simple situation considered in this chapter is complex enough to involve nearly all the different cognitive processes in the CogPrime systemand many interactions between these processes. This fact illustrates one of the main difculties of designing, building and testing an articial mind like CogPrimeuntil nearly all of the system is build and made to operate in an integrated way, its hard to do any meaningful test of the system.",Engineering General  Intelligence Part 1,chapter 3
"Testing PLN or MOSES or conceptual blending in isolation may be interesting computer science, but it doesnt tell you much about CogPrime as a design for a thinking machine. According to the CogPrime approach, getting a simple child-like interaction like build me something with blocks that I havent seen before to work properly requires a holistic, integrated cognitive system. Once one has built a system capable of this      58 3 Build Me Something I Havent Seen: A CogPrime Thought Experiment sort of simple interaction then, according to the theory underlying CogPrime, one is not that far from a system with adult human-level intelligence. And once one has an adult human-level AGI built according to a highly exible design like CogPrime, given the potential of such systems to self-analyze and self-modify, one is not far off from a dramatically powerful Genius Machine.",Engineering General  Intelligence Part 1,chapter 3
"Of course there will be a lot of work to do to get from a child-level system to an adult-level systemit wont necessarily unfold as automatically as seems to happen with a human child, because CogPrime lacks the suite of developmental processes and mechanisms that the young human brain has. But still, a child CogPrime mind capable of doing the things outlined in this chapter will have all the basic components and interactions in place, all the ones that are needed for a much more advanced articial mind. Of course, one could concoct a narrow-AI system carrying out the specic activities described in this chapter, much more simply than one could build a CogPrime system capable of doing these activities. But thats not the pointthe point of this chapter is not to explain how to achieve some particular narrow set of activities by any means necessary, but rather to explain how these activities might be achieved within the CogPrime framework, which has been designed with much more generality in mind.",Engineering General  Intelligence Part 1,chapter 3
